survey_id,version,online_choice,vignette_num,vignette_id,reputation_high,price_high,discount,p_trust1,p_trust2,p_trust3,s_trust1,s_trust2,c_trust1,c_trust2,g_trust1,risk_aversion,age_cat,gender_cat,status_cat,income_cat,budget_cat,trust_index
45,B,1,3,15,1,1,25,6,2,2,3,4,3,5,5,6,1,1,1,1,2,3.75
46,B,1,3,15,1,1,25,5,6,6,7,5,5,6,5,5,2,1,1,2,3,5.625
47,B,1,3,15,1,1,25,7,6,6,6,7,6,7,6,6,2,1,1,2,2,6.375
48,B,0,3,15,1,1,25,6,5,7,1,2,4,5,6,6,2,1,1,3,2,4.5
49,B,1,3,15,1,1,25,5,2,5,5,6,6,6,6,6,3,2,3,7,1,5.125
50,B,1,3,15,1,1,25,5,6,5,6,6,5,6,6,6,2,1,2,6,2,5.625
51,B,1,3,15,1,1,25,6,6,6,5,5,5,5,5,4,2,1,1,1,1,5.375
52,B,1,3,15,1,1,25,6,7,7,6,6,5,6,6,2,1,2,1,1,2,6.125
53,B,1,3,15,1,1,25,4,5,5,4,4,5,6,6,4,2,1,2,4,3,4.875
54,B,1,3,15,1,1,25,4,7,7,4,5,5,5,4,6,2,2,2,3,2,5.125
55,B,1,3,15,1,1,25,5,6,6,5,4,5,5,5,5,2,2,2,3,2,5.125
56,B,1,3,15,1,1,25,5,5,5,5,5,5,5,6,5,1,1,1,0,1,5.125
57,C,1,3,3,0,0,25,7,4,7,7,7,7,7,7,7,4,1,3,3,2,6.625
58,C,1,3,3,0,0,25,5,1,3,4,4,4,4,4,6,3,1,2,3,3,3.625
59,C,1,3,3,0,0,25,5,5,5,6,6,6,6,7,7,3,2,2,4,3,5.75
60,C,0,3,3,0,0,25,5,3,5,4,6,2,6,5,6,2,1,2,3,1,4.5
61,C,1,3,3,0,0,25,4,1,3,4,5,4,3,5,6,3,1,2,3,2,3.625
62,C,0,3,3,0,0,25,3,1,4,3,5,1,1,1,6,2,2,1,1,1,2.375
63,C,0,3,3,0,0,25,2,1,1,3,5,1,1,6,7,2,1,1,1,1,2.5
64,C,0,3,3,0,0,25,4,3,3,4,4,3,4,5,7,1,2,1,1,2,3.75
65,C,1,3,3,0,0,25,6,3,4,4,4,4,5,5,5,2,2,2,1,1,4.375
66,C,1,3,3,0,0,25,6,2,7,7,5,7,7,7,5,1,2,2,3,3,6.0
67,C,1,3,3,0,0,25,4,4,5,5,5,4,6,6,5,1,2,3,1,6,4.875
68,C,1,3,3,0,0,25,6,5,6,7,7,5,6,6,5,1,2,1,0,3,6.0
69,C,0,3,3,0,0,25,3,6,6,3,3,3,4,4,5,3,1,2,7,2,4.0
70,C,1,3,3,0,0,25,5,4,7,4,3,4,5,7,5,3,1,2,3,2,4.875
71,C,1,3,3,0,0,25,4,1,3,4,5,4,3,5,6,3,1,2,3,2,3.625
72,C,1,3,3,0,0,25,5,4,5,3,3,5,4,7,7,1,1,1,0,4,4.5
73,C,0,3,3,0,0,25,5,3,5,4,6,2,6,5,6,2,1,2,3,1,4.5
74,C,1,3,3,0,0,25,5,5,5,5,6,5,5,6,6,2,2,2,3,2,5.25
75,C,0,3,3,0,0,25,5,4,5,4,5,3,4,3,6,1,2,1,1,2,4.125
76,C,0,3,3,0,0,25,5,5,5,6,6,4,5,5,4,1,2,1,1,2,5.125
77,C,1,3,3,0,0,25,4,3,5,4,5,5,5,4,5,1,1,1,7,1,4.375
78,C,1,3,3,0,0,25,4,4,5,5,5,6,6,6,4,1,2,1,0,1,5.125
79,C,1,3,3,0,0,25,7,1,7,6,6,7,6,6,6,1,1,1,0,1,5.75
80,C,0,3,3,0,0,25,5,4,5,4,5,3,4,3,6,1,2,1,1,2,4.125
81,C,0,3,3,0,0,25,5,6,6,5,6,5,5,7,7,1,1,1,1,1,5.625
82,C,1,3,3,0,0,25,7,1,7,7,7,7,7,7,7,1,2,1,0,1,6.25
83,C,0,3,3,0,0,25,6,5,6,5,5,4,4,6,7,1,1,1,1,1,5.125
84,C,0,3,3,0,0,25,5,2,3,5,6,4,4,5,4,1,2,1,0,1,4.25
85,C,0,3,3,0,0,25,6,5,5,4,4,4,6,4,4,2,2,2,4,2,4.75
86,C,0,3,3,0,0,25,5,2,3,5,6,4,4,5,4,1,2,1,0,1,4.25
87,C,0,3,3,0,0,25,5,4,6,5,6,4,6,6,6,1,2,1,1,1,5.25
88,C,0,3,3,0,0,25,5,4,5,5,6,4,5,6,5,1,2,1,1,1,5.0
89,C,0,3,3,0,0,25,4,1,3,1,2,2,4,6,6,1,2,1,0,2,2.875
90,D,1,3,7,0,1,25,5,6,5,6,6,4,5,6,3,2,1,2,4,2,5.375
91,D,0,3,7,0,1,25,4,3,4,5,5,2,3,5,6,1,2,2,2,2,3.875
92,D,1,3,7,0,1,25,4,4,5,3,3,5,4,4,3,2,2,2,6,5,4.0
93,D,0,3,7,0,1,25,5,3,3,4,5,5,6,6,6,3,1,2,4,3,4.625
94,D,0,3,7,0,1,25,4,3,4,5,5,5,5,6,6,1,1,1,0,1,4.625
95,D,1,3,7,0,1,25,4,3,3,3,4,3,3,4,4,2,2,2,2,1,3.375
96,D,1,3,7,0,1,25,5,3,3,5,6,2,1,3,7,1,2,1,1,2,3.5
97,D,0,3,7,0,1,25,3,5,5,6,6,4,4,5,7,1,2,1,2,2,4.75
98,D,0,3,7,0,1,25,4,5,5,4,5,4,5,5,5,2,2,2,2,2,4.625
99,D,0,3,7,0,1,25,6,4,5,4,5,4,5,5,4,1,2,1,0,2,4.75
100,D,1,3,7,0,1,25,6,6,4,5,5,4,4,5,4,1,2,1,1,4,4.875
101,D,0,3,7,0,1,25,5,5,5,5,5,5,5,5,5,1,1,1,3,4,5.0
102,D,1,3,7,0,1,25,3,4,3,3,5,2,3,5,6,1,1,1,2,3,3.5
103,D,0,3,7,0,1,25,6,4,6,6,6,3,3,6,6,1,2,1,0,1,5.0
104,D,0,3,7,0,1,25,6,6,7,5,5,5,5,6,6,2,2,2,2,2,5.625
105,D,0,3,7,0,1,25,4,2,3,5,5,4,6,4,6,1,2,1,0,4,4.125
106,D,0,3,7,0,1,25,4,3,3,4,4,3,5,4,4,1,2,2,4,2,3.75
107,D,1,3,7,0,1,25,4,4,4,5,4,4,5,4,5,3,1,2,6,4,4.25
108,D,1,3,7,0,1,25,4,4,5,3,3,5,4,4,3,2,2,2,6,5,4.0
109,D,0,3,7,0,1,25,5,3,3,4,5,5,6,6,6,3,1,2,4,3,4.625
110,D,0,3,7,0,1,25,7,7,7,6,7,3,2,1,3,2,1,2,3,4,5.0
111,D,1,3,7,0,1,25,5,5,5,4,5,4,4,5,5,1,1,2,6,2,4.625
112,D,1,3,7,0,1,25,5,4,5,3,3,5,4,7,7,1,1,1,0,2,4.5
113,D,1,3,7,0,1,25,5,5,5,6,6,4,5,5,4,1,2,1,1,2,5.125
114,D,0,3,7,0,1,25,4,2,3,4,5,4,3,5,4,1,2,1,0,1,3.75
115,D,0,3,7,0,1,25,5,2,3,5,6,4,4,5,4,1,2,1,0,2,4.25
116,D,0,3,7,0,1,25,4,3,5,4,5,5,5,4,5,1,1,1,1,2,4.375
117,D,0,3,7,0,1,25,5,4,5,3,5,3,3,2,3,3,1,2,3,2,3.75
118,D,0,3,7,0,1,25,4,3,5,4,5,5,5,4,5,1,1,1,1,2,4.375
119,D,0,3,7,0,1,25,4,4,5,3,3,5,4,4,3,2,2,2,5,4,4.0
120,D,0,3,7,0,1,25,4,3,3,4,4,3,5,4,4,2,1,2,4,3,3.75
121,D,0,3,7,0,1,25,5,3,5,4,6,2,6,5,6,2,1,2,3,1,4.5
1,A,1,4,16,1,1,50,3,4,4,5,4,5,6,4,4,2,2,2,3,2,4.375
2,A,1,4,16,1,1,50,7,5,5,6,7,4,6,7,7,1,2,2,2,3,5.875
3,A,1,4,16,1,1,50,4,2,4,2,4,4,5,4,6,2,2,2,5,2,3.625
4,A,1,4,16,1,1,50,5,2,4,4,5,5,5,7,5,2,2,2,3,2,4.625
5,A,1,4,16,1,1,50,3,2,4,2,5,3,4,3,7,1,2,1,1,4,3.25
6,A,1,4,16,1,1,50,4,3,4,5,5,5,6,6,7,1,1,1,2,1,4.75
7,A,1,4,16,1,1,50,3,2,3,3,4,3,5,5,7,3,2,3,7,1,3.5
8,A,1,4,16,1,1,50,5,4,4,4,5,4,5,7,5,1,2,1,1,2,4.75
9,A,1,4,16,1,1,50,6,6,6,6,6,6,6,7,7,1,2,1,1,2,6.125
10,A,1,4,16,1,1,50,3,3,2,3,6,5,6,3,5,1,2,1,1,2,3.875
11,A,1,4,16,1,1,50,5,3,5,4,4,5,6,6,7,1,1,1,1,1,4.75
12,A,1,4,16,1,1,50,4,4,4,3,4,3,4,4,5,1,2,1,1,2,3.75
13,A,0,4,16,1,1,50,6,5,5,5,6,5,6,6,4,3,2,3,0,6,5.5
14,A,1,4,16,1,1,50,5,4,4,5,6,5,4,6,3,1,2,1,1,1,4.875
15,A,1,4,16,1,1,50,3,2,4,2,5,3,4,3,7,1,2,1,1,4,3.25
16,A,1,4,16,1,1,50,5,2,5,5,3,4,5,1,7,2,1,2,2,2,3.75
17,A,1,4,16,1,1,50,6,5,6,5,5,4,4,6,7,1,1,1,1,1,5.125
18,A,0,4,16,1,1,50,4,5,3,4,5,4,3,5,6,3,1,2,3,2,4.125
19,A,1,4,16,1,1,50,5,4,5,4,5,3,4,3,5,1,2,1,1,2,4.125
20,A,1,4,16,1,1,50,6,7,6,6,4,3,2,3,3,2,1,2,3,4,4.625
21,A,1,4,16,1,1,50,4,3,3,4,4,3,5,4,4,2,2,2,4,2,3.75
22,A,1,4,16,1,1,50,5,5,5,6,5,5,5,6,6,2,2,2,3,2,5.25
23,A,1,4,16,1,1,50,5,5,5,6,6,6,6,7,5,3,2,2,4,3,5.75
24,A,1,4,16,1,1,50,4,3,5,4,5,5,5,4,5,1,1,1,0,1,4.375
25,A,1,4,16,1,1,50,2,4,4,5,2,3,3,5,4,3,2,2,3,1,3.5
26,A,1,4,16,1,1,50,4,3,5,4,5,5,5,4,5,1,1,1,0,1,4.375
27,A,1,4,16,1,1,50,5,4,6,5,6,4,6,6,6,1,2,1,1,1,5.25
28,A,1,4,16,1,1,50,5,4,6,5,5,6,5,5,4,1,1,1,1,2,5.125
29,A,1,4,16,1,1,50,4,4,5,3,3,5,4,4,3,2,2,2,5,4,4.0
30,A,1,4,16,1,1,50,4,3,5,4,5,5,5,4,5,1,1,1,0,1,4.375
31,A,1,4,16,1,1,50,5,6,4,5,5,5,4,5,4,1,1,1,1,1,4.875
32,B,1,4,12,1,0,50,6,3,4,5,6,5,6,6,5,1,1,1,6,3,5.125
33,B,1,4,12,1,0,50,5,2,6,5,5,5,6,5,5,2,1,1,7,2,4.875
34,B,1,4,12,1,0,50,6,6,7,4,4,5,7,7,4,2,2,1,1,1,5.75
35,B,1,4,12,1,0,50,4,4,4,3,3,3,3,3,6,1,2,1,1,1,3.375
36,B,1,4,12,1,0,50,4,3,5,3,4,4,3,4,6,2,2,1,0,1,3.75
37,B,1,4,12,1,0,50,6,5,6,7,6,7,7,6,6,2,1,1,2,3,6.25
38,B,1,4,12,1,0,50,5,6,5,4,5,4,5,6,4,1,2,1,1,2,5.0
39,B,1,4,12,1,0,50,6,6,6,1,2,2,3,6,5,2,2,1,1,1,4.0
40,B,1,4,12,1,0,50,4,5,5,5,5,5,7,5,7,1,2,1,1,1,5.125
41,B,1,4,12,1,0,50,3,3,4,6,6,5,5,6,4,2,1,2,4,2,4.75
42,B,1,4,12,1,0,50,7,4,5,5,5,4,4,6,6,3,2,2,3,1,5.0
43,B,1,4,12,1,0,50,6,4,5,4,6,5,6,6,4,2,2,1,3,1,5.25
44,B,1,4,12,1,0,50,4,4,4,5,4,4,5,6,6,1,1,1,1,1,4.5
45,B,1,4,12,1,0,50,6,2,2,3,4,3,5,5,6,1,1,1,1,2,3.75
46,B,1,4,12,1,0,50,5,6,6,7,5,5,6,5,5,2,1,1,2,3,5.625
47,B,1,4,12,1,0,50,7,6,6,6,7,6,7,6,6,2,1,1,2,2,6.375
48,B,0,4,12,1,0,50,6,5,7,1,2,4,5,6,6,2,1,1,3,2,4.5
49,B,1,4,12,1,0,50,5,2,5,5,6,6,6,6,6,3,2,3,7,1,5.125
50,B,1,4,12,1,0,50,5,6,5,6,6,5,6,6,6,2,1,2,6,2,5.625
51,B,1,4,12,1,0,50,6,6,6,5,5,5,5,5,4,2,1,1,1,1,5.375
52,B,0,4,12,1,0,50,6,7,7,6,6,5,6,6,2,1,2,1,1,2,6.125
53,B,0,4,12,1,0,50,4,5,5,4,4,5,6,6,4,2,1,2,4,3,4.875
54,B,1,4,12,1,0,50,4,7,7,4,5,5,5,4,6,2,2,2,3,2,5.125
55,B,1,4,12,1,0,50,5,6,6,5,4,5,5,5,5,2,2,2,3,2,5.125
56,B,1,4,12,1,0,50,5,5,5,5,5,5,5,6,5,1,1,1,0,1,5.125
57,C,1,4,8,0,1,50,7,4,7,7,7,7,7,7,7,4,1,3,3,2,6.625
58,C,1,4,8,0,1,50,5,1,3,4,4,4,4,4,6,3,1,2,3,3,3.625
59,C,0,4,8,0,1,50,5,5,5,6,6,6,6,7,7,3,2,2,4,3,5.75
60,C,1,4,8,0,1,50,5,3,5,4,6,2,6,5,6,2,1,2,3,1,4.5
61,C,1,4,8,0,1,50,4,1,3,4,5,4,3,5,6,3,1,2,3,2,3.625
62,C,0,4,8,0,1,50,3,1,4,3,5,1,1,1,6,2,2,1,1,1,2.375
63,C,1,4,8,0,1,50,2,1,1,3,5,1,1,6,7,2,1,1,1,1,2.5
64,C,0,4,8,0,1,50,4,3,3,4,4,3,4,5,7,1,2,1,1,2,3.75
65,C,1,4,8,0,1,50,6,3,4,4,4,4,5,5,5,2,2,2,1,1,4.375
66,C,1,4,8,0,1,50,6,2,7,7,5,7,7,7,5,1,2,2,3,3,6.0
67,C,1,4,8,0,1,50,4,4,5,5,5,4,6,6,5,1,2,3,1,6,4.875
68,C,1,4,8,0,1,50,6,5,6,7,7,5,6,6,5,1,2,1,0,3,6.0
69,C,1,4,8,0,1,50,3,6,6,3,3,3,4,4,5,3,1,2,7,2,4.0
70,C,1,4,8,0,1,50,5,4,7,4,3,4,5,7,5,3,1,2,3,2,4.875
71,C,1,4,8,0,1,50,4,1,3,4,5,4,3,5,6,3,1,2,3,2,3.625
72,C,1,4,8,0,1,50,5,4,5,3,3,5,4,7,7,1,1,1,0,4,4.5
73,C,1,4,8,0,1,50,5,3,5,4,6,2,6,5,6,2,1,2,3,1,4.5
74,C,1,4,8,0,1,50,5,5,5,5,6,5,5,6,6,2,2,2,3,2,5.25
75,C,1,4,8,0,1,50,5,4,5,4,5,3,4,3,6,1,2,1,1,2,4.125
76,C,1,4,8,0,1,50,5,5,5,6,6,4,5,5,4,1,2,1,1,2,5.125
77,C,1,4,8,0,1,50,4,3,5,4,5,5,5,4,5,1,1,1,7,1,4.375
78,C,1,4,8,0,1,50,4,4,5,5,5,6,6,6,4,1,2,1,0,1,5.125
79,C,1,4,8,0,1,50,7,1,7,6,6,7,6,6,6,1,1,1,0,1,5.75
80,C,0,4,8,0,1,50,5,4,5,4,5,3,4,3,6,1,2,1,1,2,4.125
81,C,1,4,8,0,1,50,5,6,6,5,6,5,5,7,7,1,1,1,1,1,5.625
82,C,1,4,8,0,1,50,7,1,7,7,7,7,7,7,7,1,2,1,0,1,6.25
83,C,1,4,8,0,1,50,6,5,6,5,5,4,4,6,7,1,1,1,1,1,5.125
84,C,1,4,8,0,1,50,5,2,3,5,6,4,4,5,4,1,2,1,0,1,4.25
85,C,1,4,8,0,1,50,6,5,5,4,4,4,6,4,4,2,2,2,4,2,4.75
86,C,1,4,8,0,1,50,5,2,3,5,6,4,4,5,4,1,2,1,0,1,4.25
87,C,0,4,8,0,1,50,5,4,6,5,6,4,6,6,6,1,2,1,1,1,5.25
88,C,0,4,8,0,1,50,5,4,5,5,6,4,5,6,5,1,2,1,1,1,5.0
89,C,1,4,8,0,1,50,4,1,3,1,2,2,4,6,6,1,2,1,0,2,2.875
90,D,1,4,4,0,0,50,5,6,5,6,6,4,5,6,3,2,1,2,4,2,5.375
91,D,0,4,4,0,0,50,4,3,4,5,5,2,3,5,6,1,2,2,2,2,3.875
92,D,1,4,4,0,0,50,4,4,5,3,3,5,4,4,3,2,2,2,6,5,4.0
93,D,0,4,4,0,0,50,5,3,3,4,5,5,6,6,6,3,1,2,4,3,4.625
94,D,0,4,4,0,0,50,4,3,4,5,5,5,5,6,6,1,1,1,0,1,4.625
95,D,1,4,4,0,0,50,4,3,3,3,4,3,3,4,4,2,2,2,2,1,3.375
96,D,1,4,4,0,0,50,5,3,3,5,6,2,1,3,7,1,2,1,1,2,3.5
97,D,0,4,4,0,0,50,3,5,5,6,6,4,4,5,7,1,2,1,2,2,4.75
98,D,0,4,4,0,0,50,4,5,5,4,5,4,5,5,5,2,2,2,2,2,4.625
99,D,0,4,4,0,0,50,6,4,5,4,5,4,5,5,4,1,2,1,0,2,4.75
100,D,0,4,4,0,0,50,6,6,4,5,5,4,4,5,4,1,2,1,1,4,4.875
101,D,1,4,4,0,0,50,5,5,5,5,5,5,5,5,5,1,1,1,3,4,5.0
102,D,1,4,4,0,0,50,3,4,3,3,5,2,3,5,6,1,1,1,2,3,3.5
103,D,0,4,4,0,0,50,6,4,6,6,6,3,3,6,6,1,2,1,0,1,5.0
104,D,0,4,4,0,0,50,6,6,7,5,5,5,5,6,6,2,2,2,2,2,5.625
105,D,0,4,4,0,0,50,4,2,3,5,5,4,6,4,6,1,2,1,0,4,4.125
106,D,0,4,4,0,0,50,4,3,3,4,4,3,5,4,4,1,2,2,4,2,3.75
107,D,1,4,4,0,0,50,4,4,4,5,4,4,5,4,5,3,1,2,6,4,4.25
108,D,1,4,4,0,0,50,4,4,5,3,3,5,4,4,3,2,2,2,6,5,4.0
109,D,0,4,4,0,0,50,5,3,3,4,5,5,6,6,6,3,1,2,4,3,4.625
110,D,0,4,4,0,0,50,7,7,7,6,7,3,2,1,3,2,1,2,3,4,5.0
111,D,1,4,4,0,0,50,5,5,5,4,5,4,4,5,5,1,1,2,6,2,4.625
112,D,1,4,4,0,0,50,5,4,5,3,3,5,4,7,7,1,1,1,0,2,4.5
113,D,0,4,4,0,0,50,5,5,5,6,6,4,5,5,4,1,2,1,1,2,5.125
114,D,1,4,4,0,0,50,4,2,3,4,5,4,3,5,4,1,2,1,0,1,3.75
115,D,0,4,4,0,0,50,5,2,3,5,6,4,4,5,4,1,2,1,0,2,4.25
116,D,0,4,4,0,0,50,4,3,5,4,5,5,5,4,5,1,1,1,1,2,4.375
117,D,0,4,4,0,0,50,5,4,5,3,5,3,3,2,3,3,1,2,3,2,3.75
118,D,0,4,4,0,0,50,4,3,5,4,5,5,5,4,5,1,1,1,1,2,4.375
119,D,0,4,4,0,0,50,4,4,5,3,3,5,4,4,3,2,2,2,5,4,4.0
120,D,0,4,4,0,0,50,4,3,3,4,4,3,5,4,4,2,1,2,4,3,3.75
121,D,1,4,4,0,0,50,5,3,5,4,6,2,6,5,6,2,1,2,3,1,4.5
